"Molecule
","Market
","Manufacturer
","Product
","Molecule Combination Type
","Launch Year
","Corporation
","MIDAS Corporation
","Strength
","ATC1
","ATC2
","ATC4
","ATC3
","Pack
","Launch Date
","Retail Price
","NFC1
","NFC3
","NFC2
","2025
LC Value","2025
Units","2024
LC Value","2024
Units","2023
LC Value","2023
Units","2022
LC Value","2022
Units","2021
LC Value","2021
Units","2020
LC Value","2020
Units"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
NATURES BOUNTY
","
ESTER-C
","
COMBI
","
2014
","
NATURES BOUNTY*
","
NESTLE
","
0500MG
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11G2 VITAMIN C COMBINATIONS
","
A11G VIT C INC.MINERAL COMBS
","
TABS 500 MG 60
","
201401
","
70.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
",,,,,"51,800",740,,,"2,240",32,,
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
NATURES BOUNTY
","
FLEXAMIN TRIPL.STR
","
COMBI
","
2013
","
NATURES BOUNTY*
","
NESTLE
","
0000
","
M0 MUSCULO-SKELETAL SYSTEM
","
M05 OTHER MUSCULO-SKELETAL
","
M05X0 OTH MUSCULO-SKELETAL PRDS
","
M05X OTH MUSCULO-SKELETAL PRDS
","
C.TABS 80
","
201305
","
305.00
","
A ORAL SOLID ORDINARY
","
ABA ORAL S ORD COATED TABLETS
","
AB ORAL S ORD COATED TABLETS
",,,"40,565",133,"47,580",156,"299,815",983,"109,495",359,"100,650",330
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
NOW INTERNATIONAL
","
C-1000 ZINC
","
COMBI
","
2020
","
NOW INTERNATIONAL*
","
NOW FOODS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11G2 VITAMIN C COMBINATIONS
","
A11G VIT C INC.MINERAL COMBS
","
VEG CAPS 100
","
202006
","
84.76
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
",,,,,,,,,,,"82,217",970
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
NOW INTERNATIONAL
","
C-1000+ROSE HIPS
","
COMBI
","
2020
","
NOW INTERNATIONAL*
","
NOW FOODS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11G1 VITAMIN C PLAIN
","
A11G VIT C INC.MINERAL COMBS
","
TABS SR 250
","
202001
","
166.67
","
B ORAL SOLID RETARD
","
BAA ORAL S RET TABLETS
","
BA ORAL S RET TABLETS
","43,167",259,"66,168",397,"34,334",206,"63,167",379,"113,836",683,"172,837","1,037"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
NOW INTERNATIONAL
","
C-500
","
COMBI
","
2020
","
NOW INTERNATIONAL*
","
NOW FOODS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11G2 VITAMIN C COMBINATIONS
","
A11G VIT C INC.MINERAL COMBS
","
CAPS 100
","
202006
","
65.71
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
",,,,,"3,811",58,"9,200",140,"15,638",238,"4,994",76
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
NOW INTERNATIONAL
","
CHEWABLE C-500 NF
","
COMBI
","
2013
","
NOW INTERNATIONAL*
","
NOW FOODS
","
0500MG
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11G2 VITAMIN C COMBINATIONS
","
A11G VIT C INC.MINERAL COMBS
","
TB.CHW ORANG 500 MG 30
","
201308
","
37.00
","
A ORAL SOLID ORDINARY
","
AAG ORAL S ORD CHEWABLE TABLETS
","
AA ORAL S ORD TABLETS
","46,842","1,266","56,499","1,527","43,623","1,179","38,406","1,038","96,570","2,610","67,599","1,827"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
NOW INTERNATIONAL
","
VITAMIN C 500
","
COMBI
","
2010
","
NOW INTERNATIONAL*
","
NOW FOODS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11G2 VITAMIN C COMBINATIONS
","
A11G VIT C INC.MINERAL COMBS
","
ORANG.CHW.LZ 100
","
201004
","
50.00
","
A ORAL SOLID ORDINARY
","
AAG ORAL S ORD CHEWABLE TABLETS
","
AA ORAL S ORD TABLETS
","2,450",49,,,,,,,"17,700",354,,
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
NOW INTERNATIONAL
","
VITAMIN C-1000
","
COMBI
","
2012
","
NOW INTERNATIONAL*
","
NOW FOODS
","
1000MG
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11G1 VITAMIN C PLAIN
","
A11G VIT C INC.MINERAL COMBS
","
TABS 1000 MG 100
","
201211
","
69.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","18,837",273,,,"2,829",41,,,"5,037",73,"5,658",82
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
PURITANS PRIDE
","
STRESS B CPLX+C500
","
COMBI
","
2013
","
PURITANS PRIDE
","
NESTLE
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11E3 VITAMIN B COMPLEX OTHERS
","
A11E VITAMIN B COMPLEX
","
TABS 30
","
201302
","
25.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
",,,,,"1,225",49,,,,,"1,600",64
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
PURITANS PRIDE
","
STRESS B CPLX+C500
","
COMBI
","
2013
","
PURITANS PRIDE
","
NESTLE
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11E3 VITAMIN B COMPLEX OTHERS
","
A11E VITAMIN B COMPLEX
","
TABS 60
","
201307
","
42.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
",,,,,"18,732",446,"1,554",37,"11,886",283,"5,838",139
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
REXSOL
","
REXSOL
","
COMBI
","
2014
","
REXSOL*
","
REXSOL
","
0020%
","
D0 DERMATOLOGICALS
","
D11 OTHER DERMATOLOGICAL PREP
","
D11A0 OTHER DERMATOLOGICAL PREP
","
D11A OTHER DERMATOLOGICAL PREP
","
VC 20 AWFS 20 % 24 30 ML
","
201406
","
180.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MGB TOP EXT DROPS
","
MG TOP EXT LIQUIDS
",,,,,"9,900",55,"5,940",33,"5,760",32,,
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
SONA
","
MULTIPLUS
","
COMBI
","
2014
","
SONA
","
SONA NUTRITION
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
CAPS 30
","
201402
","
80.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
",,,,,,,,,,,"15,280",191
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
IMMUNACE
","
COMBI
","
2011
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
TABS 30
","
201111
","
59.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","237,003","4,017","417,344","7,930","404,612","7,781","407,212","7,831","538,044","10,347","66,300","1,275"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
PERFECTIL PLUS HR
","
COMBI
","
2020
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
D0 DERMATOLOGICALS
","
D11 OTHER DERMATOLOGICAL PREP
","
D11A0 OTHER DERMATOLOGICAL PREP
","
D11A OTHER DERMATOLOGICAL PREP
","
TABS 60
","
202003
","
153.57
","
A ORAL SOLID ORDINARY
","
ABA ORAL S ORD COATED TABLETS
","
AB ORAL S ORD COATED TABLETS
","1,723,056","11,220","2,677,492","17,435","3,272,116","21,307","3,838,329","24,994","1,941,892","12,645","495,416","3,226"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
VISIONACE
","
COMBI
","
2005
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
S0 SENSORY ORGANS
","
S01 OPHTHALMOLOGICALS
","
S01M0 EYE TONICS&EYE VITAMINS
","
S01M EYE TONICS&EYE VITAMINS
","
CAPS 30
","
200504
","
59.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
","567,934","9,626","508,896","15,903","691,808","21,619","501,664","15,677","616,448","19,264","256,448","8,014"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
WELLKID IMMUNE
","
COMBI
","
2017
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A2 MVIT + MIN PAEDIATRIC
","
A11A MULTIVITAMINS + MINERALS
","
CHEW. TABS 30
","
201705
","
62.00
","
A ORAL SOLID ORDINARY
","
AAG ORAL S ORD CHEWABLE TABLETS
","
AA ORAL S ORD TABLETS
","301,506","4,863","507,289","9,125","553,651","11,299","392,245","8,005","433,062","8,838","267,932","5,468"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
WELLMAN 50+
","
COMBI
","
2011
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A3 MVIT + MIN GERIATRIC
","
A11A MULTIVITAMINS + MINERALS
","
TABS 30
","
201102
","
64.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","368,704","5,761","473,216","7,394","772,032","12,063","916,672","14,323","1,179,456","18,429","497,088","7,767"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
WELLMAN CONCEPTION
","
COMBI
","
2015
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
TABS 30
","
201505
","
79.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","1,267,476","16,044","1,464,897","18,543","1,925,862","24,378","1,618,157","20,483","1,433,692","18,148","654,041","8,279"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
WELLMAN SPORT
","
COMBI
","
2020
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A13 TONICS
","
A13A2 ALL OTHER TONICS
","
A13A TONICS
","
TABS 30
","
202003
","
76.18
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","182,299","2,393","299,693","3,934","430,953","5,657","483,438","6,346","389,812","5,117","208,582","2,738"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
WELLWOMAN
","
COMBI
","
2005
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
CAPS 30
","
200510
","
69.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
","1,376,067","19,943","2,083,770","31,454","2,887,690","44,426","2,642,650","45,460","3,189,450","57,990","1,410,585","25,647"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
WELLWOMAN 50+
","
COMBI
","
2010
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A3 MVIT + MIN GERIATRIC
","
A11A MULTIVITAMINS + MINERALS
","
TABS 30
","
201004
","
64.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","502,976","7,859","903,552","14,118","1,469,376","22,959","1,428,864","22,326","1,424,128","22,252","753,664","11,776"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITABIOTICS
","
WELLWOMAN SPORT
","
COMBI
","
2020
","
VITABIOTICS*
","
VITABIOTICS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A13 TONICS
","
A13A2 ALL OTHER TONICS
","
A13A TONICS
","
TABS 30
","
202003
","
82.14
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
",,,"10,432",127,"170,770","2,079","118,282","1,440","247,160","3,009","154,587","1,882"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITALHEALTH PHARMA
","
C-TAMIN
","
COMBI
","
2012
","
VITALHEALTH PHARMA
","
VITALHEALTH PHARMA
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11G2 VITAMIN C COMBINATIONS
","
A11G VIT C INC.MINERAL COMBS
","
C.TABS 30
","
201210
","
40.00
","
A ORAL SOLID ORDINARY
","
ABA ORAL S ORD COATED TABLETS
","
AB ORAL S ORD COATED TABLETS
",,,,,,,,,,,"3,280",82
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITANE
","
DIABESURE
","
COMBI
","
2021
","
VITANE*
","
VITANE
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A10 DRUGS USED IN DIABETES
","
A10X9 OTH DRG USED IN DIABETES
","
A10X OTHER DRUGS FOR DIABETES
","
TABS 30
","
202105
","
52.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
",,,"11,180",215,"118,300","2,275","128,367","2,574","80,752","1,648","114,268","2,332"
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITANE
","
IMMUSENSE
","
COMBI
","
2021
","
VITANE*
","
VITANE
","
0000
","
V0 VARIOUS
","
V03 OTHER THERAPEUTIC PRODS
","
V03X0 ALL OTH.THERAPEUTIC PRDS
","
V03X ALL OTH.THERAPEUTIC PRDS
","
TABS 30
","
202105
","
53.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","28,910",536,"32,615",593,"37,345",679,"56,760","1,032","79,860","1,452","14,740",268
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
VITANE
","
IMMUSENSE EXTRA
","
COMBI
","
2023
","
VITANE*
","
VITANE
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
EFF PW O/GF 20 10 G
","
202306
","
136.00
","
D ORAL LIQUID ORDINARY
","
DEP ORAL L ORD UNIT DOSE POWDERS
","
DE ORAL L ORD PWDRS/GRNLS
",,,,,"9,112",67,,,,,,
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
WALMARK
","
MARTIANS
","
COMBI
","
2022
","
WALMARK
","
STADA
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A2 MVIT + MIN PAEDIATRIC
","
A11A MULTIVITAMINS + MINERALS
","
SYR W ORA FL 1 150 ML
","
202203
","
98.00
","
A ORAL SOLID ORDINARY
","
ADG ORAL S SWEETS/CANDY/BONBONS
","
AD ORAL S ORD SPECIAL FORMS
","77,211",927,"144,075","3,349","123,811","2,878","100,882","2,345",,,,
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
WEBBER NATURALS
","
MULTISURE FOR MEN
","
COMBI
","
2010
","
WEBBER NATURALS
","
WN PHARMACEUTICALS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
CAPS 60
","
201012
","
95.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
","6,365",67,"65,740",692,"26,980",284,"28,690",302,"60,040",632,"66,690",702
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
WEBBER NATURALS
","
MULTISURE FOR WOME
","
COMBI
","
2014
","
WEBBER NATURALS
","
WN PHARMACEUTICALS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
CAPS 60
","
201410
","
99.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
","13,167",133,"29,898",302,"84,051",849,"46,629",471,"62,271",629,"47,223",477
"
BIOFLAVONOIDS
","
PRIVATE MARKET
","
WEBBER NATURALS
","
MULTISURE MEN 50+
","
COMBI
","
2014
","
WEBBER NATURALS
","
WN PHARMACEUTICALS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A3 MVIT + MIN GERIATRIC
","
A11A MULTIVITAMINS + MINERALS
","
CAPS 60
","
201410
","
99.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
","8,712",88,"9,405",95,"15,741",159,"36,531",369,"8,613",87,"26,136",264
"
BIOTIN
","
LPO
","
21ST CENTURY
","
BIOTIN
","
MONO
","
2017
","
21ST CENTURY*
","
21ST CENTURY LABS
","
0010MG
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11X9 ALL OTHER VITAMINS
","
A11X OTHER VITAMINS
","
TABS 10 MG 60
","
201708
","
129.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
",,,,,,,"46,440",360,,,"6,450",50
"
BIOTIN
","
LPO
","
21ST CENTURY
","
MIMI BEARS
","
COMBI
","
2012
","
21ST CENTURY*
","
21ST CENTURY LABS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11B2 MVIT W/O MIN PAEDIATRIC
","
A11B MULTIVIT WITHOUT MINERALS
","
GUM.SOFTGEL 60
","
201204
","
69.00
","
A ORAL SOLID ORDINARY
","
ADG ORAL S SWEETS/CANDY/BONBONS
","
AD ORAL S ORD SPECIAL FORMS
",,,828,12,,,,,,,,
"
BIOTIN
","
LPO
","
21ST CENTURY
","
SENTRY
","
COMBI
","
2012
","
21ST CENTURY*
","
21ST CENTURY LABS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
TABS 130
","
201210
","
79.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","747,024","9,456","1,537,577","19,463","1,610,415","20,385","621,753","9,177","1,768,128","27,627","619,008","9,672"
"
BIOTIN
","
LPO
","
21ST CENTURY
","
SENTRY
","
COMBI
","
2013
","
21ST CENTURY*
","
21ST CENTURY LABS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
TABS 30
","
201305
","
29.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
",,,29,1,,,,,,,,
"
BIOTIN
","
LPO
","
21ST CENTURY
","
SENTRY
","
COMBI
","
2022
","
21ST CENTURY*
","
21ST CENTURY LABS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
TABS 300
","
202201
","
200.42
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
",,,"18,839",94,"160,336",800,"596,249","2,975",,,,
"
BIOTIN
","
LPO
","
BAYER CONSUMER
","
BECOZYME
","
COMBI
","
0000
","
BAYER HEALTHCARE
","
BAYER
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11E1 VITAMIN B COMPLEX PLAIN
","
A11E VITAMIN B COMPLEX
","
C.TAB FORT 20
","
UNKNOWN
","
24.00
","
A ORAL SOLID ORDINARY
","
ABA ORAL S ORD COATED TABLETS
","
AB ORAL S ORD COATED TABLETS
","200,640","8,360","55,200","2,300","59,976","2,499","67,704","2,821","14,400",600,"46,056","1,919"
"
BIOTIN
","
LPO
","
BAYER CONSUMER
","
BEROCCA CALCIUM
","
COMBI
","
1996
","
BAYER HEALTHCARE
","
BAYER
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11E3 VITAMIN B COMPLEX OTHERS
","
A11E VITAMIN B COMPLEX
","
TABS EFF 10
","
199601
","
26.00
","
A ORAL SOLID ORDINARY
","
AAH ORAL S ORD EFFERV TABLETS
","
AA ORAL S ORD TABLETS
","18,434",709,,,,,,,,,,
"
BIOTIN
","
LPO
","
BAYER CONSUMER
","
ELEVIT PRONATAL
","
COMBI
","
2006
","
BAYER HEALTHCARE
","
BAYER
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A1 MVIT + MIN PRENATAL
","
A11A MULTIVITAMINS + MINERALS
","
TABS 30
","
200610
","
48.50
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","305,550","6,300","995,221","20,520","1,237,235","25,510","157,528","3,248","60,625","1,250","81,965","1,690"
"
BIOTIN
","
LPO
","
BIOTRADING
","
PANAVIT+ZINC
","
COMBI
","
2023
","
BIOTRADING
","
BIOTRADING
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A2 MVIT + MIN PAEDIATRIC
","
A11A MULTIVITAMINS + MINERALS
","
ORAL DROPS 1 15 ML
","
202302
","
55.54
","
D ORAL LIQUID ORDINARY
","
DGB ORAL L ORD DROPS
","
DG ORAL L ORD LIQUIDS
","3,110",56,,,,,,,,,,
"
BIOTIN
","
LPO
","
EVA PHARMA
","
LIMITLESS MAN MAX
","
COMBI
","
2022
","
EVA PHARMA
","
EVA
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
F.C. TABS 30
","
202202
","
58.61
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,528,9,"1,758",30,,,,,,
"
BIOTIN
","
LPO
","
EVA PHARMA
","
LIMITLESS WOMA MAX
","
COMBI
","
2022
","
EVA PHARMA
","
EVA
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
F.C. TABS 30
","
202202
","
58.61
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,176,3,"1,758",30,,,,,,
"
BIOTIN
","
LPO
","
F.HUNZIKER & CO.
","
YAYA BEAR
","
COMBI
","
2010
","
F.HUNZIKER & CO.
","
F.HUNZIKER & CO.
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11B2 MVIT W/O MIN PAEDIATRIC
","
A11B MULTIVIT WITHOUT MINERALS
","
OME3 GUM.TAB 60
","
201003
","
65.00
","
A ORAL SOLID ORDINARY
","
ADG ORAL S SWEETS/CANDY/BONBONS
","
AD ORAL S ORD SPECIAL FORMS
",,,65,1,,,,,,,,
"
BIOTIN
","
LPO
","
F.HUNZIKER & CO.
","
YAYA BEARS MULTVIT
","
COMBI
","
2007
","
F.HUNZIKER & CO.
","
F.HUNZIKER & CO.
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11B2 MVIT W/O MIN PAEDIATRIC
","
A11B MULTIVIT WITHOUT MINERALS
","
CHEW.GUM 60
","
200701
","
57.00
","
A ORAL SOLID ORDINARY
","
ADF ORAL S ORD CHEWING GUM
","
AD ORAL S ORD SPECIAL FORMS
","30,780",540,"75,810","1,330","18,240",320,,,"18,981",333,"28,500",500
"
BIOTIN
","
LPO
","
FRESENIUS KABI
","
SOLUVIT ENG.NUETRA
","
COMBI
","
2002
","
FRESENIUS KABI*
","
FRESENIUS
","
0000
","
K0 HOSPITAL SOLUTIONS
","
K04 INJ SOLN/INF ADDIT <100ML
","
K04D0 OTH INJ SOL/INF ADD<100ML
","
K04D OTH INJ SOL/INF ADD<100ML
","
VIAL INF.DRY 10
","
200212
","
25.00
","
F PARENTERAL ORDINARY
","
FQD PARENT ORD INF DRY VIAL/BOTTLE
","
FQ PARENT ORD INFUSIONS
","208,750","8,350","406,250","16,250","307,750","12,310","295,250","11,810","233,500","9,340","126,250","5,050"
"
BIOTIN
","
LPO
","
GELTEC PHARMA CARE
","
PRENATE
","
COMBI
","
2017
","
GELTEC PHARMA CARE
","
GELTEC
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A1 MVIT + MIN PRENATAL
","
A11A MULTIVITAMINS + MINERALS
","
TABS 30
","
201704
","
37.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","7,252",196,,,925,25,,,,,,
"
BIOTIN
","
LPO
","
GINSANA PRODUCTS
","
PRONATAL
","
COMBI
","
2011
","
SFI
","
SOHO FLORDIS INTL
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A1 MVIT + MIN PRENATAL
","
A11A MULTIVITAMINS + MINERALS
","
FILM C.TABS 30
","
201105
","
50.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,350,7,500,10,,,,,,
"
BIOTIN
","
LPO
","
HALEON
","
CENTRUM
","
COMBI
","
2008
","
HALEON*
","
HALEON
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
TABS &LUTEIN 100
","
200803
","
145.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","225,910","1,558","847,380","5,844","526,495","3,631","448,500","3,300","278,300","2,420","86,250",750
"
BIOTIN
","
LPO
","
HALEON
","
CENTRUM
","
COMBI
","
2008
","
HALEON*
","
HALEON
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
TABS &LUTEIN 30
","
200802
","
55.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","39,600",720,,,,,,,,,,
